ELECTRON MOBI	AR+ MOBILITY	ar2+mobility	ELECTRON DIF	AR+DIFFUSION	ar2+ diffusion	Ar* Diffusion	ionization	excitation	Dimer form  	recom	excited ionization
0.023913738	0.000269483	0.000190553	0.26577476	6.98E-06	9.87E-06	6.98E-06	1.23E-14	1.14E-14	2.50E-43	3E-14	5.97E-14
0.023909744	0.000269359	0.000190466	0.265854633	6.97E-06	9.86E-06	6.97E-06	1.23E-14	1.14E-14	2.50E-43	3E-14	5.98E-14
0.023905751	0.000269234	0.000190377	0.265934505	6.97E-06	9.86E-06	6.97E-06	1.23E-14	1.14E-14	2.50E-43	3E-14	5.98E-14
0.023901757	0.00026911	0.00019029	0.266014377	6.97E-06	9.86E-06	6.97E-06	1.23E-14	1.14E-14	2.50E-43	3E-14	5.99E-14
0.023897764	0.000268985	0.000190201	0.266094249	6.96E-06	9.84E-06	6.96E-06	1.24E-14	1.14E-14	2.50E-43	3E-14	5.99E-14
0.02389377	0.000268861	0.000190113	0.266174121	6.96E-06	9.84E-06	6.96E-06	1.24E-14	1.14E-14	2.50E-43	3E-14	6.00E-14
0.023889776	0.000268736	0.000190025	0.266253994	6.96E-06	9.84E-06	6.96E-06	1.24E-14	1.14E-14	2.50E-43	3E-14	6.00E-14
0.023889776	0.000268612	0.000189937	0.266333866	6.95E-06	9.83E-06	6.95E-06	1.24E-14	1.15E-14	2.50E-43	3E-14	6.01E-14
0.023885783	0.000268487	0.000189849	0.266413738	6.95E-06	9.83E-06	6.95E-06	1.25E-14	1.15E-14	2.50E-43	3E-14	6.01E-14
0.023881789	0.000268363	0.000189761	0.26649361	6.95E-06	9.83E-06	6.95E-06	1.25E-14	1.15E-14	2.50E-43	3E-14	6.02E-14
0.023877796	0.000268238	0.000189673	0.266573482	6.94E-06	9.81E-06	6.94E-06	1.25E-14	1.15E-14	2.50E-43	3E-14	6.02E-14
0.023873802	0.000268114	0.000189585	0.266653355	6.94E-06	9.81E-06	6.94E-06	1.25E-14	1.15E-14	2.50E-43	3E-14	6.03E-14
0.023869808	0.000267989	0.000189497	0.266733227	6.94E-06	9.81E-06	6.94E-06	1.26E-14	1.15E-14	2.50E-43	3E-14	6.03E-14
0.023865815	0.000267865	0.000189409	0.266813099	6.93E-06	9.80E-06	6.93E-06	1.26E-14	1.15E-14	2.50E-43	3E-14	6.04E-14
0.023861821	0.00026774	0.000189321	0.266892971	6.93E-06	9.80E-06	6.93E-06	1.26E-14	1.16E-14	2.50E-43	3E-14	6.04E-14
0.023857827	0.000267616	0.000189233	0.266972843	6.93E-06	9.80E-06	6.93E-06	1.26E-14	1.16E-14	2.50E-43	3E-14	6.05E-14
0.023853834	0.000267491	0.000189145	0.267052716	6.92E-06	9.79E-06	6.92E-06	1.27E-14	1.16E-14	2.50E-43	3E-14	6.06E-14
0.023853834	0.000267366	0.000189056	0.267132588	6.92E-06	9.79E-06	6.92E-06	1.27E-14	1.16E-14	2.50E-43	3E-14	6.06E-14
0.02384984	0.000267242	0.000188969	0.26721246	6.92E-06	9.79E-06	6.92E-06	1.27E-14	1.16E-14	2.50E-43	3E-14	6.07E-14
0.023845847	0.000267117	0.00018888	0.267292332	6.91E-06	9.77E-06	6.91E-06	1.27E-14	1.16E-14	2.50E-43	3E-14	6.07E-14
0.023841853	0.000266993	0.000188793	0.267372204	6.91E-06	9.77E-06	6.91E-06	1.27E-14	1.16E-14	2.50E-43	3E-14	6.08E-14
0.023837859	0.000266868	0.000188704	0.267452077	6.91E-06	9.77E-06	6.91E-06	1.28E-14	1.17E-14	2.50E-43	3E-14	6.08E-14
0.023833866	0.000266744	0.000188616	0.267571885	6.91E-06	9.77E-06	6.91E-06	1.28E-14	1.17E-14	2.50E-43	3E-14	6.09E-14
0.023829872	0.000266619	0.000188528	0.267651757	6.90E-06	9.76E-06	6.90E-06	1.28E-14	1.17E-14	2.50E-43	3E-14	6.09E-14
0.023825879	0.000266495	0.00018844	0.267731629	6.90E-06	9.76E-06	6.90E-06	1.28E-14	1.17E-14	2.50E-43	3E-14	6.10E-14
0.023821885	0.00026637	0.000188352	0.267811502	6.90E-06	9.76E-06	6.90E-06	1.29E-14	1.17E-14	2.50E-43	3E-14	6.10E-14
0.023821885	0.000266246	0.000188264	0.267891374	6.89E-06	9.74E-06	6.89E-06	1.29E-14	1.17E-14	2.50E-43	3E-14	6.11E-14
0.023817891	0.000266121	0.000188176	0.267971246	6.89E-06	9.74E-06	6.89E-06	1.29E-14	1.18E-14	2.50E-43	3E-14	6.11E-14
0.023813898	0.000265997	0.000188088	0.268051118	6.89E-06	9.74E-06	6.89E-06	1.29E-14	1.18E-14	2.50E-43	3E-14	6.12E-14
0.023809904	0.000265872	0.000188	0.26813099	6.88E-06	9.73E-06	6.88E-06	1.30E-14	1.18E-14	2.50E-43	3E-14	6.12E-14
0.023805911	0.000265748	0.000187912	0.268210863	6.88E-06	9.73E-06	6.88E-06	1.30E-14	1.18E-14	2.50E-43	3E-14	6.13E-14
0.023801917	0.000265623	0.000187824	0.268290735	6.88E-06	9.73E-06	6.88E-06	1.30E-14	1.18E-14	2.50E-43	3E-14	6.14E-14
0.023797923	0.000265499	0.000187736	0.268370607	6.87E-06	9.72E-06	6.87E-06	1.30E-14	1.18E-14	2.50E-43	3E-14	6.14E-14
0.02379393	0.000265374	0.000187648	0.268490415	6.87E-06	9.72E-06	6.87E-06	1.31E-14	1.18E-14	2.50E-43	3E-14	6.15E-14
0.02379393	0.00026525	0.00018756	0.268570288	6.87E-06	9.72E-06	6.87E-06	1.31E-14	1.19E-14	2.50E-43	3E-14	6.15E-14
0.023789936	0.000265125	0.000187472	0.26865016	6.86E-06	9.70E-06	6.86E-06	1.31E-14	1.19E-14	2.50E-43	3E-14	6.16E-14
0.023785942	0.000265001	0.000187384	0.268730032	6.86E-06	9.70E-06	6.86E-06	1.31E-14	1.19E-14	2.50E-43	3E-14	6.16E-14
0.023781949	0.000264876	0.000187296	0.268809904	6.86E-06	9.70E-06	6.86E-06	1.32E-14	1.19E-14	2.50E-43	3E-14	6.17E-14
0.023777955	0.000264752	0.000187208	0.268889776	6.85E-06	9.69E-06	6.85E-06	1.32E-14	1.19E-14	2.50E-43	3E-14	6.17E-14
0.023773962	0.000264627	0.00018712	0.268969649	6.85E-06	9.69E-06	6.85E-06	1.32E-14	1.19E-14	2.50E-43	3E-14	6.18E-14
0.023769968	0.000264503	0.000187032	0.269049521	6.85E-06	9.69E-06	6.85E-06	1.32E-14	1.19E-14	2.50E-43	3E-14	6.18E-14
0.023765974	0.000264378	0.000186943	0.269129393	6.84E-06	9.67E-06	6.84E-06	1.33E-14	1.20E-14	2.50E-43	3E-14	6.19E-14
0.023765974	0.000264253	0.000186855	0.269249201	6.84E-06	9.67E-06	6.84E-06	1.33E-14	1.20E-14	2.50E-43	3E-14	6.19E-14
0.023761981	0.000264129	0.000186767	0.269329073	6.84E-06	9.67E-06	6.84E-06	1.33E-14	1.20E-14	2.50E-43	3E-14	6.20E-14
0.023757987	0.000264002	0.000186678	0.269408946	6.83E-06	9.66E-06	6.83E-06	1.33E-14	1.20E-14	2.50E-43	3E-14	6.20E-14
0.023753994	0.00026385	0.00018657	0.269488818	6.83E-06	9.66E-06	6.83E-06	1.34E-14	1.20E-14	2.50E-43	3E-14	6.21E-14
0.023750000	0.000263699	0.000186463	0.26956869	6.83E-06	9.66E-06	6.83E-06	1.34E-14	1.20E-14	2.50E-43	3E-14	6.21E-14
0.023746006	0.000263548	0.000186357	0.269648562	6.82E-06	9.64E-06	6.82E-06	1.34E-14	1.20E-14	2.50E-43	3E-14	6.22E-14
0.023742013	0.000263396	0.000186249	0.269728435	6.82E-06	9.64E-06	6.82E-06	1.34E-14	1.21E-14	2.50E-43	3E-14	6.23E-14
0.023738019	0.000263245	0.000186142	0.269848243	6.81E-06	9.63E-06	6.81E-06	1.35E-14	1.21E-14	2.50E-43	3E-14	6.23E-14
0.023738019	0.000263093	0.000186035	0.269928115	6.81E-06	9.63E-06	6.81E-06	1.35E-14	1.21E-14	2.50E-43	3E-14	6.24E-14
0.023734026	0.000262942	0.000185928	0.270007987	6.81E-06	9.63E-06	6.81E-06	1.35E-14	1.21E-14	2.50E-43	3E-14	6.24E-14
0.023730032	0.000262791	0.000185821	0.270087859	6.80E-06	9.62E-06	6.80E-06	1.35E-14	1.21E-14	2.50E-43	3E-14	6.25E-14
0.023726038	0.000262639	0.000185714	0.270167732	6.80E-06	9.62E-06	6.80E-06	1.36E-14	1.21E-14	2.50E-43	3E-14	6.25E-14
0.023722045	0.000262488	0.000185607	0.27028754	6.80E-06	9.62E-06	6.80E-06	1.36E-14	1.22E-14	2.50E-43	3E-14	6.26E-14
0.023718051	0.000262337	0.0001855	0.270367412	6.79E-06	9.60E-06	6.79E-06	1.36E-14	1.22E-14	2.50E-43	3E-14	6.26E-14
0.023714058	0.000262185	0.000185393	0.270447284	6.79E-06	9.60E-06	6.79E-06	1.36E-14	1.22E-14	2.50E-43	3E-14	6.27E-14
0.023710064	0.000262034	0.000185286	0.270527157	6.78E-06	9.59E-06	6.78E-06	1.37E-14	1.22E-14	2.50E-43	3E-14	6.27E-14
0.02370607	0.000261883	0.000185179	0.270607029	6.78E-06	9.59E-06	6.78E-06	1.37E-14	1.22E-14	2.50E-43	3E-14	6.28E-14
0.023702077	0.000261731	0.000185072	0.270726837	6.78E-06	9.59E-06	6.78E-06	1.37E-14	1.22E-14	2.50E-43	3E-14	6.28E-14
0.023698083	0.00026158	0.000184965	0.270806709	6.77E-06	9.57E-06	6.77E-06	1.37E-14	1.22E-14	2.50E-43	3E-14	6.29E-14
0.023698083	0.000261428	0.000184858	0.270886581	6.77E-06	9.57E-06	6.77E-06	1.38E-14	1.23E-14	2.50E-43	3E-14	6.29E-14
0.023694089	0.000261277	0.000184751	0.270966454	6.76E-06	9.56E-06	6.76E-06	1.38E-14	1.23E-14	2.50E-43	3E-14	6.30E-14
0.023690096	0.000261126	0.000184644	0.271046326	6.76E-06	9.56E-06	6.76E-06	1.38E-14	1.23E-14	2.50E-43	3E-14	6.30E-14
0.023686102	0.000260974	0.000184536	0.271166134	6.76E-06	9.56E-06	6.76E-06	1.38E-14	1.23E-14	2.50E-43	3E-14	6.31E-14
0.023682109	0.000260823	0.00018443	0.271246006	6.75E-06	9.55E-06	6.75E-06	1.39E-14	1.23E-14	2.50E-43	3E-14	6.31E-14
0.023678115	0.000260672	0.000184323	0.271325879	6.75E-06	9.55E-06	6.75E-06	1.39E-14	1.23E-14	2.50E-43	3E-14	6.32E-14
0.023674121	0.00026052	0.000184215	0.271405751	6.74E-06	9.53E-06	6.74E-06	1.39E-14	1.23E-14	2.50E-43	3E-14	6.32E-14
0.023674121	0.000260369	0.000184109	0.271485623	6.74E-06	9.53E-06	6.74E-06	1.39E-14	1.24E-14	2.50E-43	3E-14	6.33E-14
0.023670128	0.000260217	0.000184001	0.271605431	6.74E-06	9.53E-06	6.74E-06	1.40E-14	1.24E-14	2.50E-43	3E-14	6.34E-14
0.023666134	0.000260066	0.000183894	0.271685304	6.73E-06	9.52E-06	6.73E-06	1.40E-14	1.24E-14	2.50E-43	3E-14	6.34E-14
0.023662141	0.000259915	0.000183788	0.271765176	6.73E-06	9.52E-06	6.73E-06	1.40E-14	1.24E-14	2.50E-43	3E-14	6.35E-14
0.023658147	0.000259763	0.00018368	0.271845048	6.72E-06	9.50E-06	6.72E-06	1.40E-14	1.24E-14	2.50E-43	3E-14	6.35E-14
0.023654153	0.000259612	0.000183573	0.27192492	6.72E-06	9.50E-06	6.72E-06	1.41E-14	1.24E-14	2.50E-43	3E-14	6.36E-14
0.02365016	0.000259461	0.000183467	0.272044728	6.72E-06	9.50E-06	6.72E-06	1.41E-14	1.24E-14	2.50E-43	3E-14	6.36E-14
0.02365016	0.000259309	0.000183359	0.272124601	6.71E-06	9.49E-06	6.71E-06	1.41E-14	1.25E-14	2.50E-43	3E-14	6.37E-14
0.023646166	0.000259158	0.000183252	0.272204473	6.71E-06	9.49E-06	6.71E-06	1.41E-14	1.25E-14	2.50E-43	3E-14	6.37E-14
0.023642173	0.000259006	0.000183145	0.272284345	6.70E-06	9.48E-06	6.70E-06	1.42E-14	1.25E-14	2.50E-43	3E-14	6.38E-14
0.023638179	0.000258855	0.000183038	0.272404153	6.70E-06	9.48E-06	6.70E-06	1.42E-14	1.25E-14	2.50E-43	3E-14	6.38E-14
0.023634185	0.000258704	0.000182931	0.272484026	6.70E-06	9.48E-06	6.70E-06	1.42E-14	1.25E-14	2.50E-43	3E-14	6.39E-14
0.023630192	0.000258552	0.000182824	0.272563898	6.69E-06	9.46E-06	6.69E-06	1.42E-14	1.25E-14	2.50E-43	3E-14	6.39E-14
0.023630192	0.000258401	0.000182717	0.27264377	6.69E-06	9.46E-06	6.69E-06	1.43E-14	1.25E-14	2.50E-43	3E-14	6.40E-14
0.023626198	0.00025825	0.00018261	0.272763578	6.69E-06	9.46E-06	6.69E-06	1.43E-14	1.26E-14	2.50E-43	3E-14	6.40E-14
0.023622204	0.000258098	0.000182503	0.27284345	6.68E-06	9.45E-06	6.68E-06	1.43E-14	1.26E-14	2.50E-43	3E-14	6.41E-14
