ELECTRON MOBI	AR+ MOBILITY	ar2+mobility	ELECTRON DIF	AR+DIFFUSION	ar2+ diffusion	Ar* Diffusion	ionization	excitation	Dimer form  	recom	excited ionization
2.40E-02	3.62E-05	4.30E-05	2.65E-01	9.36E-07	1.11E-06	9.36E-07	1.20E-14	1.12E-14	2.50E-43	3.00E-14	5.90E-14
2.40E-02	3.62E-05	4.29E-05	2.65E-01	9.36E-07	1.11E-06	9.36E-07	1.20E-14	1.12E-14	2.50E-43	3.00E-14	5.90E-14
2.40E-02	3.61E-05	4.29E-05	2.65E-01	9.35E-07	1.11E-06	9.35E-07	1.20E-14	1.12E-14	2.50E-43	3.00E-14	5.91E-14
2.40E-02	3.61E-05	4.29E-05	2.66E-01	9.35E-07	1.11E-06	9.35E-07	1.20E-14	1.12E-14	2.50E-43	3.00E-14	5.92E-14
2.40E-02	3.61E-05	4.29E-05	2.66E-01	9.34E-07	1.11E-06	9.34E-07	1.20E-14	1.12E-14	2.50E-43	3.00E-14	5.92E-14
2.40E-02	3.61E-05	4.29E-05	2.66E-01	9.34E-07	1.11E-06	9.34E-07	1.21E-14	1.12E-14	2.50E-43	3.00E-14	5.93E-14
2.40E-02	3.61E-05	4.28E-05	2.66E-01	9.34E-07	1.11E-06	9.34E-07	1.21E-14	1.12E-14	2.50E-43	3.00E-14	5.93E-14
2.40E-02	3.61E-05	4.28E-05	2.66E-01	9.33E-07	1.11E-06	9.33E-07	1.21E-14	1.13E-14	2.50E-43	3.00E-14	5.94E-14
2.40E-02	3.60E-05	4.28E-05	2.66E-01	9.33E-07	1.11E-06	9.33E-07	1.21E-14	1.13E-14	2.50E-43	3.00E-14	5.94E-14
2.40E-02	3.60E-05	4.28E-05	2.66E-01	9.32E-07	1.11E-06	9.32E-07	1.22E-14	1.13E-14	2.50E-43	3.00E-14	5.95E-14
2.40E-02	3.60E-05	4.28E-05	2.66E-01	9.32E-07	1.11E-06	9.32E-07	1.22E-14	1.13E-14	2.50E-43	3.00E-14	5.95E-14
2.40E-02	3.60E-05	4.27E-05	2.66E-01	9.31E-07	1.11E-06	9.31E-07	1.22E-14	1.13E-14	2.50E-43	3.00E-14	5.96E-14
2.40E-02	3.60E-05	4.27E-05	2.66E-01	9.31E-07	1.11E-06	9.31E-07	1.22E-14	1.13E-14	2.50E-43	3.00E-14	5.96E-14
2.40E-02	3.60E-05	4.27E-05	2.66E-01	9.31E-07	1.11E-06	9.31E-07	1.23E-14	1.14E-14	2.50E-43	3.00E-14	5.97E-14
2.39E-02	3.59E-05	4.27E-05	2.66E-01	9.30E-07	1.10E-06	9.30E-07	1.23E-14	1.14E-14	2.50E-43	3.00E-14	5.98E-14
2.39E-02	3.59E-05	4.27E-05	2.66E-01	9.30E-07	1.10E-06	9.30E-07	1.23E-14	1.14E-14	2.50E-43	3.00E-14	5.98E-14
2.39E-02	3.59E-05	4.26E-05	2.67E-01	9.29E-07	1.10E-06	9.29E-07	1.23E-14	1.14E-14	2.50E-43	3.00E-14	5.99E-14
2.39E-02	3.59E-05	4.26E-05	2.67E-01	9.29E-07	1.10E-06	9.29E-07	1.24E-14	1.14E-14	2.50E-43	3.00E-14	5.99E-14
2.39E-02	3.59E-05	4.26E-05	2.67E-01	9.28E-07	1.10E-06	9.28E-07	1.24E-14	1.14E-14	2.50E-43	3.00E-14	6.00E-14
2.39E-02	3.59E-05	4.26E-05	2.67E-01	9.28E-07	1.10E-06	9.28E-07	1.24E-14	1.14E-14	2.50E-43	3.00E-14	6.00E-14
2.39E-02	3.58E-05	4.26E-05	2.67E-01	9.28E-07	1.10E-06	9.28E-07	1.24E-14	1.15E-14	2.50E-43	3.00E-14	6.01E-14
2.39E-02	3.58E-05	4.25E-05	2.67E-01	9.27E-07	1.10E-06	9.27E-07	1.25E-14	1.15E-14	2.50E-43	3.00E-14	6.01E-14
2.39E-02	3.58E-05	4.25E-05	2.67E-01	9.27E-07	1.10E-06	9.27E-07	1.25E-14	1.15E-14	2.50E-43	3.00E-14	6.02E-14
2.39E-02	3.58E-05	4.25E-05	2.67E-01	9.26E-07	1.10E-06	9.26E-07	1.25E-14	1.15E-14	2.50E-43	3.00E-14	6.02E-14
2.39E-02	3.58E-05	4.25E-05	2.67E-01	9.26E-07	1.10E-06	9.26E-07	1.25E-14	1.15E-14	2.50E-43	3.00E-14	6.03E-14
2.39E-02	3.58E-05	4.25E-05	2.67E-01	9.25E-07	1.10E-06	9.25E-07	1.26E-14	1.15E-14	2.50E-43	3.00E-14	6.03E-14
2.39E-02	3.57E-05	4.25E-05	2.67E-01	9.25E-07	1.10E-06	9.25E-07	1.26E-14	1.15E-14	2.50E-43	3.00E-14	6.04E-14
2.39E-02	3.57E-05	4.24E-05	2.67E-01	9.25E-07	1.10E-06	9.25E-07	1.26E-14	1.16E-14	2.50E-43	3.00E-14	6.04E-14
2.39E-02	3.57E-05	4.24E-05	2.68E-01	9.24E-07	1.10E-06	9.24E-07	1.26E-14	1.16E-14	2.50E-43	3.00E-14	6.05E-14
2.39E-02	3.57E-05	4.24E-05	2.68E-01	9.24E-07	1.10E-06	9.24E-07	1.27E-14	1.16E-14	2.50E-43	3.00E-14	6.06E-14
2.39E-02	3.57E-05	4.24E-05	2.68E-01	9.23E-07	1.10E-06	9.23E-07	1.27E-14	1.16E-14	2.50E-43	3.00E-14	6.06E-14
2.39E-02	3.57E-05	4.24E-05	2.68E-01	9.23E-07	1.10E-06	9.23E-07	1.27E-14	1.16E-14	2.50E-43	3.00E-14	6.07E-14
2.39E-02	3.56E-05	4.23E-05	2.68E-01	9.22E-07	1.09E-06	9.22E-07	1.27E-14	1.16E-14	2.50E-43	3.00E-14	6.07E-14
2.39E-02	3.56E-05	4.23E-05	2.68E-01	9.22E-07	1.09E-06	9.22E-07	1.27E-14	1.16E-14	2.50E-43	3.00E-14	6.08E-14
2.39E-02	3.56E-05	4.23E-05	2.68E-01	9.22E-07	1.09E-06	9.22E-07	1.28E-14	1.17E-14	2.50E-43	3.00E-14	6.08E-14
2.39E-02	3.56E-05	4.23E-05	2.68E-01	9.21E-07	1.09E-06	9.21E-07	1.28E-14	1.17E-14	2.50E-43	3.00E-14	6.09E-14
2.39E-02	3.56E-05	4.23E-05	2.68E-01	9.21E-07	1.09E-06	9.21E-07	1.28E-14	1.17E-14	2.50E-43	3.00E-14	6.09E-14
2.39E-02	3.56E-05	4.22E-05	2.68E-01	9.20E-07	1.09E-06	9.20E-07	1.28E-14	1.17E-14	2.50E-43	3.00E-14	6.10E-14
2.39E-02	3.55E-05	4.22E-05	2.68E-01	9.20E-07	1.09E-06	9.20E-07	1.29E-14	1.17E-14	2.50E-43	3.00E-14	6.10E-14
2.39E-02	3.55E-05	4.22E-05	2.68E-01	9.19E-07	1.09E-06	9.19E-07	1.29E-14	1.17E-14	2.50E-43	3.00E-14	6.11E-14
2.39E-02	3.55E-05	4.22E-05	2.69E-01	9.19E-07	1.09E-06	9.19E-07	1.29E-14	1.18E-14	2.50E-43	3.00E-14	6.11E-14
2.39E-02	3.55E-05	4.22E-05	2.69E-01	9.19E-07	1.09E-06	9.19E-07	1.29E-14	1.18E-14	2.50E-43	3.00E-14	6.12E-14
2.38E-02	3.55E-05	4.21E-05	2.69E-01	9.18E-07	1.09E-06	9.18E-07	1.30E-14	1.18E-14	2.50E-43	3.00E-14	6.12E-14
2.38E-02	3.55E-05	4.21E-05	2.69E-01	9.18E-07	1.09E-06	9.18E-07	1.30E-14	1.18E-14	2.50E-43	3.00E-14	6.13E-14
2.38E-02	3.54E-05	4.21E-05	2.69E-01	9.17E-07	1.09E-06	9.17E-07	1.30E-14	1.18E-14	2.50E-43	3.00E-14	6.14E-14
2.38E-02	3.54E-05	4.21E-05	2.69E-01	9.17E-07	1.09E-06	9.17E-07	1.30E-14	1.18E-14	2.50E-43	3.00E-14	6.14E-14
2.38E-02	3.54E-05	4.21E-05	2.69E-01	9.16E-07	1.09E-06	9.16E-07	1.31E-14	1.18E-14	2.50E-43	3.00E-14	6.15E-14
2.38E-02	3.54E-05	4.20E-05	2.69E-01	9.16E-07	1.09E-06	9.16E-07	1.31E-14	1.19E-14	2.50E-43	3.00E-14	6.15E-14
2.38E-02	3.54E-05	4.20E-05	2.69E-01	9.16E-07	1.09E-06	9.16E-07	1.31E-14	1.19E-14	2.50E-43	3.00E-14	6.16E-14
2.38E-02	3.54E-05	4.20E-05	2.69E-01	9.15E-07	1.09E-06	9.15E-07	1.31E-14	1.19E-14	2.50E-43	3.00E-14	6.16E-14
2.38E-02	3.54E-05	4.20E-05	2.69E-01	9.15E-07	1.09E-06	9.15E-07	1.32E-14	1.19E-14	2.50E-43	3.00E-14	6.17E-14
2.38E-02	3.53E-05	4.20E-05	2.69E-01	9.14E-07	1.09E-06	9.14E-07	1.32E-14	1.19E-14	2.50E-43	3.00E-14	6.17E-14
2.38E-02	3.53E-05	4.19E-05	2.70E-01	9.14E-07	1.09E-06	9.14E-07	1.32E-14	1.19E-14	2.50E-43	3.00E-14	6.18E-14
2.38E-02	3.53E-05	4.19E-05	2.70E-01	9.13E-07	1.08E-06	9.13E-07	1.32E-14	1.19E-14	2.50E-43	3.00E-14	6.18E-14
2.38E-02	3.53E-05	4.19E-05	2.70E-01	9.13E-07	1.08E-06	9.13E-07	1.33E-14	1.20E-14	2.50E-43	3.00E-14	6.19E-14
2.38E-02	3.53E-05	4.19E-05	2.70E-01	9.13E-07	1.08E-06	9.13E-07	1.33E-14	1.20E-14	2.50E-43	3.00E-14	6.19E-14
2.38E-02	3.53E-05	4.19E-05	2.70E-01	9.12E-07	1.08E-06	9.12E-07	1.33E-14	1.20E-14	2.50E-43	3.00E-14	6.20E-14
2.38E-02	3.52E-05	4.18E-05	2.70E-01	9.12E-07	1.08E-06	9.12E-07	1.33E-14	1.20E-14	2.50E-43	3.00E-14	6.20E-14
2.38E-02	3.52E-05	4.18E-05	2.70E-01	9.11E-07	1.08E-06	9.11E-07	1.34E-14	1.20E-14	2.50E-43	3.00E-14	6.21E-14
2.38E-02	3.52E-05	4.18E-05	2.70E-01	9.11E-07	1.08E-06	9.11E-07	1.34E-14	1.20E-14	2.50E-43	3.00E-14	6.21E-14
2.38E-02	3.52E-05	4.18E-05	2.70E-01	9.10E-07	1.08E-06	9.10E-07	1.34E-14	1.20E-14	2.50E-43	3.00E-14	6.22E-14
2.38E-02	3.52E-05	4.18E-05	2.70E-01	9.10E-07	1.08E-06	9.10E-07	1.34E-14	1.21E-14	2.50E-43	3.00E-14	6.23E-14
2.38E-02	3.51E-05	4.17E-05	2.70E-01	9.09E-07	1.08E-06	9.09E-07	1.35E-14	1.21E-14	2.50E-43	3.00E-14	6.23E-14
2.38E-02	3.51E-05	4.17E-05	2.71E-01	9.09E-07	1.08E-06	9.09E-07	1.35E-14	1.21E-14	2.50E-43	3.00E-14	6.24E-14
2.38E-02	3.51E-05	4.17E-05	2.71E-01	9.08E-07	1.08E-06	9.08E-07	1.35E-14	1.21E-14	2.50E-43	3.00E-14	6.24E-14
2.38E-02	3.51E-05	4.17E-05	2.71E-01	9.08E-07	1.08E-06	9.08E-07	1.35E-14	1.21E-14	2.50E-43	3.00E-14	6.25E-14
2.38E-02	3.51E-05	4.16E-05	2.71E-01	9.07E-07	1.08E-06	9.07E-07	1.36E-14	1.21E-14	2.50E-43	3.00E-14	6.25E-14
2.38E-02	3.50E-05	4.16E-05	2.71E-01	9.07E-07	1.08E-06	9.07E-07	1.36E-14	1.22E-14	2.50E-43	3.00E-14	6.26E-14
2.38E-02	3.50E-05	4.16E-05	2.71E-01	9.06E-07	1.08E-06	9.06E-07	1.36E-14	1.22E-14	2.50E-43	3.00E-14	6.26E-14
2.38E-02	3.50E-05	4.16E-05	2.71E-01	9.06E-07	1.08E-06	9.06E-07	1.36E-14	1.22E-14	2.50E-43	3.00E-14	6.27E-14
2.37E-02	3.50E-05	4.15E-05	2.71E-01	9.05E-07	1.07E-06	9.05E-07	1.37E-14	1.22E-14	2.50E-43	3.00E-14	6.27E-14
2.37E-02	3.50E-05	4.15E-05	2.71E-01	9.05E-07	1.07E-06	9.05E-07	1.37E-14	1.22E-14	2.50E-43	3.00E-14	6.28E-14
2.37E-02	3.49E-05	4.15E-05	2.71E-01	9.04E-07	1.07E-06	9.04E-07	1.37E-14	1.22E-14	2.50E-43	3.00E-14	6.28E-14
2.37E-02	3.49E-05	4.15E-05	2.71E-01	9.03E-07	1.07E-06	9.03E-07	1.37E-14	1.22E-14	2.50E-43	3.00E-14	6.29E-14
2.37E-02	3.49E-05	4.14E-05	2.72E-01	9.03E-07	1.07E-06	9.03E-07	1.38E-14	1.23E-14	2.50E-43	3.00E-14	6.29E-14
2.37E-02	3.49E-05	4.14E-05	2.72E-01	9.02E-07	1.07E-06	9.02E-07	1.38E-14	1.23E-14	2.50E-43	3.00E-14	6.30E-14
2.37E-02	3.49E-05	4.14E-05	2.72E-01	9.02E-07	1.07E-06	9.02E-07	1.38E-14	1.23E-14	2.50E-43	3.00E-14	6.30E-14
2.37E-02	3.48E-05	4.14E-05	2.72E-01	9.01E-07	1.07E-06	9.01E-07	1.38E-14	1.23E-14	2.50E-43	3.00E-14	6.31E-14
2.37E-02	3.48E-05	4.13E-05	2.72E-01	9.01E-07	1.07E-06	9.01E-07	1.39E-14	1.23E-14	2.50E-43	3.00E-14	6.31E-14
2.37E-02	3.48E-05	4.13E-05	2.72E-01	9.00E-07	1.07E-06	9.00E-07	1.39E-14	1.23E-14	2.50E-43	3.00E-14	6.32E-14
2.37E-02	3.48E-05	4.13E-05	2.72E-01	9.00E-07	1.07E-06	9.00E-07	1.39E-14	1.23E-14	2.50E-43	3.00E-14	6.32E-14
2.37E-02	3.48E-05	4.13E-05	2.72E-01	8.99E-07	1.07E-06	8.99E-07	1.39E-14	1.24E-14	2.50E-43	3.00E-14	6.33E-14
2.37E-02	3.47E-05	4.12E-05	2.72E-01	8.99E-07	1.07E-06	8.99E-07	1.40E-14	1.24E-14	2.50E-43	3.00E-14	6.34E-14
2.37E-02	3.47E-05	4.12E-05	2.72E-01	8.98E-07	1.07E-06	8.98E-07	1.40E-14	1.24E-14	2.50E-43	3.00E-14	6.34E-14
2.37E-02	3.47E-05	4.12E-05	2.72E-01	8.98E-07	1.07E-06	8.98E-07	1.40E-14	1.24E-14	2.50E-43	3.00E-14	6.35E-14
2.37E-02	3.47E-05	4.12E-05	2.72E-01	8.97E-07	1.07E-06	8.97E-07	1.40E-14	1.24E-14	2.50E-43	3.00E-14	6.35E-14
2.37E-02	3.47E-05	4.12E-05	2.73E-01	8.97E-07	1.07E-06	8.97E-07	1.41E-14	1.24E-14	2.50E-43	3.00E-14	6.36E-14
2.37E-02	3.46E-05	4.11E-05	2.73E-01	8.96E-07	1.06E-06	8.96E-07	1.41E-14	1.24E-14	2.50E-43	3.00E-14	6.36E-14
2.37E-02	3.46E-05	4.11E-05	2.73E-01	8.96E-07	1.06E-06	8.96E-07	1.41E-14	1.25E-14	2.50E-43	3.00E-14	6.37E-14
2.37E-02	3.46E-05	4.11E-05	2.73E-01	8.95E-07	1.06E-06	8.95E-07	1.41E-14	1.25E-14	2.50E-43	3.00E-14	6.37E-14
2.37E-02	3.46E-05	4.11E-05	2.73E-01	8.95E-07	1.06E-06	8.95E-07	1.42E-14	1.25E-14	2.50E-43	3.00E-14	6.38E-14
2.37E-02	3.46E-05	4.10E-05	2.73E-01	8.94E-07	1.06E-06	8.94E-07	1.42E-14	1.25E-14	2.50E-43	3.00E-14	6.38E-14
2.37E-02	3.45E-05	4.10E-05	2.73E-01	8.94E-07	1.06E-06	8.94E-07	1.42E-14	1.25E-14	2.50E-43	3.00E-14	6.39E-14
2.37E-02	3.45E-05	4.10E-05	2.73E-01	8.93E-07	1.06E-06	8.93E-07	1.42E-14	1.25E-14	2.50E-43	3.00E-14	6.39E-14
2.37E-02	3.45E-05	4.10E-05	2.73E-01	8.93E-07	1.06E-06	8.93E-07	1.43E-14	1.25E-14	2.50E-43	3.00E-14	6.40E-14
2.37E-02	3.45E-05	4.09E-05	2.73E-01	8.92E-07	1.06E-06	8.92E-07	1.43E-14	1.26E-14	2.50E-43	3.00E-14	6.40E-14
2.37E-02	3.45E-05	4.09E-05	2.73E-01	8.91E-07	1.06E-06	8.91E-07	1.43E-14	1.26E-14	2.50E-43	3.00E-14	6.41E-14
