13.37	1.04E-14	1.02E-14	5.00E+20
13.46	1.06E-14	1.03E-14	5.00E+20
13.56	1.08E-14	1.04E-14	5.00E+20
13.65	1.11E-14	1.06E-14	5.00E+20
13.75	1.13E-14	1.07E-14	5.00E+20
13.84	1.15E-14	1.09E-14	5.00E+20
13.94	1.17E-14	1.10E-14	5.00E+20
14.04	1.19E-14	1.12E-14	5.00E+20
14.13	1.22E-14	1.13E-14	5.00E+20
14.23	1.24E-14	1.14E-14	5.00E+20
14.32	1.26E-14	1.16E-14	5.00E+20
14.42	1.29E-14	1.17E-14	5.00E+20
14.51	1.31E-14	1.18E-14	5.00E+20
14.61	1.33E-14	1.20E-14	5.00E+20
14.7	1.35E-14	1.21E-14	5.00E+20
14.8	1.38E-14	1.23E-14	5.00E+20
14.89	1.40E-14	1.24E-14	5.00E+20
14.99	1.42E-14	1.25E-14	5.00E+20
15.09	1.44E-14	1.27E-14	5.00E+20
15.18	1.47E-14	1.28E-14	5.00E+20
15.28	1.49E-14	1.29E-14	5.00E+20
15.37	1.51E-14	1.30E-14	5.00E+20
15.47	1.53E-14	1.32E-14	5.00E+20
15.56	1.56E-14	1.33E-14	5.00E+20
15.66	1.58E-14	1.34E-14	5.00E+20
15.75	1.60E-14	1.36E-14	5.00E+20
15.85	1.63E-14	1.37E-14	5.00E+20
15.94	1.65E-14	1.38E-14	5.00E+20
16.04	1.67E-14	1.39E-14	5.00E+20
16.14	1.69E-14	1.41E-14	5.00E+20
16.23	1.72E-14	1.42E-14	5.00E+20
16.33	1.74E-14	1.43E-14	5.00E+20
16.42	1.76E-14	1.44E-14	5.00E+20
16.52	1.78E-14	1.45E-14	5.00E+20
16.61	1.81E-14	1.47E-14	5.00E+20
16.71	1.83E-14	1.48E-14	5.00E+20
16.8	1.85E-14	1.49E-14	5.00E+20
16.9	1.88E-14	1.50E-14	5.00E+20
17	1.90E-14	1.51E-14	5.00E+20
17.09	1.92E-14	1.53E-14	5.00E+20
17.19	1.94E-14	1.54E-14	5.00E+20
17.28	1.97E-14	1.55E-14	5.00E+20
17.38	1.99E-14	1.56E-14	5.00E+20
17.47	2.01E-14	1.57E-14	5.00E+20
17.57	2.03E-14	1.58E-14	5.00E+20
17.66	2.06E-14	1.59E-14	5.00E+20
17.76	2.08E-14	1.61E-14	5.00E+20
17.85	2.10E-14	1.62E-14	5.00E+20
17.95	2.12E-14	1.63E-14	5.00E+20
18.05	2.15E-14	1.64E-14	5.00E+20
18.14	2.17E-14	1.65E-14	5.00E+20
18.24	2.19E-14	1.66E-14	5.00E+20
18.33	2.21E-14	1.67E-14	5.00E+20
18.43	2.24E-14	1.68E-14	5.00E+20
18.52	2.26E-14	1.69E-14	5.00E+20
18.62	2.28E-14	1.70E-14	5.00E+20
18.71	2.30E-14	1.71E-14	5.00E+20
18.81	2.33E-14	1.72E-14	5.00E+20
18.9	2.35E-14	1.74E-14	5.00E+20
19	2.37E-14	1.75E-14	5.00E+20

