1000	10000	0.1
1200	10000	0.1
1400	10000	0.1
1600	10000	0.1
1800	10000	0.1
2000	10000	0.1
2200	10000	0.1
2400	10000	0.1
2600	10000	0.1
2800	10000	0.1
3000	10000	0.1
3200	10000	0.1
3400	10000	0.1
3600	10000	0.1
3800	10000	0.1
4000	10000	0.1
4200	10000	0.1
4400	10000	0.1
4600	10000	0.1
4800	10000	0.1
5000	10000	0.1
5200	10000	0.1
5400	10000	0.1
5600	10000	0.1
5800	10000	0.1
6000	10000	0.1
6200	10000	0.1
6400	10000	0.1
6600	10000	0.1
6800	10000	0.1
7000	10000	0.1
7200	10000	0.1
7400	10000	0.1
7600	10000	0.1
7800	10000	0.1
8000	10000	0.1
8200	10000	0.1
8400	10000	0.1
8600	10000	0.1
8800	10000	0.1
9000	10000	0.1
9200	10000	0.1
9400	10000	0.1
9600	10000	0.1
9800	10000	0.1
10000	10000	0.1
10200	10000	0.1
10400	10000	0.1
10600	10000	0.1
10800	10000	0.1
1000	10000	0.3
1200	10000	0.3
1400	10000	0.3
1600	10000	0.3
1800	10000	0.3
2000	10000	0.3
2200	10000	0.3
2400	10000	0.3
2600	10000	0.3
2800	10000	0.3
3000	10000	0.3
3200	10000	0.3
3400	10000	0.3
3600	10000	0.3
3800	10000	0.3
4000	10000	0.3
4200	10000	0.3
4400	10000	0.3
4600	10000	0.3
4800	10000	0.3
5000	10000	0.3
5200	10000	0.3
5400	10000	0.3
5600	10000	0.3
5800	10000	0.3
6000	10000	0.3
6200	10000	0.3
6400	10000	0.3
6600	10000	0.3
6800	10000	0.3
7000	10000	0.3
7200	10000	0.3
7400	10000	0.3
7600	10000	0.3
7800	10000	0.3
8000	10000	0.3
8200	10000	0.3
8400	10000	0.3
8600	10000	0.3
8800	10000	0.3
9000	10000	0.3
9200	10000	0.3
9400	10000	0.3
9600	10000	0.3
9800	10000	0.3
10000	10000	0.3
10200	10000	0.3
10400	10000	0.3
10600	10000	0.3
10800	10000	0.3
