Electron Mobility
0	2.494e+25
1	4.841e+24
2	3.421e+24
3	2.823e+24
4	2.495e+24
5	2.3e+24
6	2.19e+24
7	2.142e+24
8	2.131e+24
9	2.135e+24
10	2.145e+24
11	2.155e+24
12	2.164e+24
13	2.173e+24
14	2.18e+24
15	2.187e+24
16	2.194e+24
17	2.2e+24
18	2.206e+24
19	2.211e+24
20	2.217e+24
21	2.222e+24
22	2.227e+24
23	2.232e+24
24	2.237e+24
25	2.242e+24
26	2.246e+24
27	2.251e+24
28	2.256e+24
29	2.26e+24
30	2.265e+24
31	2.269e+24
32	2.273e+24
33	2.278e+24
34	2.282e+24
35	2.287e+24
36	2.291e+24
37	2.295e+24
38	2.299e+24
39	2.304e+24
40	2.308e+24
41	2.312e+24
42	2.316e+24
43	2.32e+24
44	2.325e+24
45	2.329e+24
46	2.333e+24
47	2.337e+24
48	2.341e+24
49	2.345e+24
50	2.349e+24
51	2.354e+24
52	2.358e+24
53	2.362e+24
54	2.366e+24
55	2.37e+24
56	2.374e+24
57	2.378e+24
58	2.382e+24
59	2.386e+24
60	2.39e+24
61	2.394e+24
62	2.399e+24
63	2.402e+24
64	2.407e+24
65	2.411e+24
66	2.415e+24
67	2.419e+24
68	2.423e+24
69	2.427e+24
70	2.431e+24
71	2.435e+24
72	2.439e+24
73	2.443e+24
74	2.447e+24
75	2.451e+24
76	2.455e+24
77	2.459e+24
78	2.463e+24
79	2.467e+24
80	2.471e+24
81	2.475e+24
82	2.479e+24
83	2.483e+24
84	2.487e+24
85	2.491e+24
86	2.495e+24
87	2.499e+24
88	2.503e+24
89	2.507e+24
90	2.511e+24
91	2.515e+24
92	2.519e+24
93	2.523e+24
94	2.527e+24
95	2.531e+24
96	2.535e+24
97	2.539e+24
98	2.543e+24
99	2.547e+24
100	2.55e+24
101	2.554e+24
102	2.558e+24
103	2.562e+24
104	2.566e+24
105	2.57e+24
106	2.574e+24
107	2.578e+24
108	2.581e+24
109	2.585e+24
110	2.589e+24
111	2.593e+24
112	2.597e+24
113	2.601e+24
114	2.605e+24
115	2.609e+24
116	2.612e+24
117	2.616e+24
118	2.62e+24
119	2.623e+24
120	2.627e+24
121	2.631e+24
122	2.634e+24
123	2.638e+24
124	2.642e+24
125	2.645e+24
126	2.649e+24
127	2.653e+24
128	2.656e+24
129	2.66e+24
130	2.663e+24
131	2.667e+24
132	2.67e+24
133	2.674e+24
134	2.677e+24
135	2.681e+24
136	2.684e+24
137	2.688e+24
138	2.691e+24
139	2.695e+24
140	2.698e+24
141	2.702e+24
142	2.705e+24
143	2.708e+24
144	2.711e+24
145	2.715e+24
146	2.719e+24
147	2.722e+24
148	2.725e+24
149	2.728e+24
150	2.731e+24
151	2.735e+24
152	2.738e+24
153	2.741e+24
154	2.745e+24
155	2.748e+24
156	2.751e+24
157	2.754e+24
158	2.757e+24
159	2.76e+24
160	2.763e+24
161	2.766e+24
162	2.769e+24
163	2.772e+24
164	2.775e+24
165	2.778e+24
166	2.781e+24
167	2.784e+24
168	2.787e+24
169	2.79e+24
170	2.793e+24
171	2.796e+24
172	2.799e+24
173	2.802e+24
174	2.805e+24
175	2.807e+24
176	2.81e+24
177	2.813e+24
178	2.816e+24
179	2.819e+24
180	2.821e+24
181	2.824e+24
182	2.827e+24
183	2.829e+24
184	2.832e+24
185	2.835e+24
186	2.838e+24
187	2.84e+24
188	2.843e+24
189	2.845e+24
190	2.848e+24
191	2.851e+24
192	2.853e+24
193	2.856e+24
194	2.858e+24
195	2.86e+24
196	2.863e+24
197	2.865e+24
198	2.868e+24
199	2.87e+24
200	2.873e+24
201	2.875e+24
202	2.877e+24
203	2.879e+24
204	2.882e+24
205	2.884e+24
206	2.887e+24
207	2.889e+24
208	2.891e+24
209	2.894e+24
210	2.896e+24
211	2.898e+24
212	2.9e+24
213	2.902e+24
214	2.904e+24
215	2.906e+24
216	2.908e+24
217	2.911e+24
218	2.913e+24
219	2.915e+24
220	2.917e+24
221	2.919e+24
222	2.921e+24
223	2.923e+24
224	2.925e+24
225	2.927e+24
226	2.929e+24
227	2.931e+24
228	2.933e+24
229	2.934e+24
230	2.936e+24
231	2.939e+24
232	2.941e+24
233	2.942e+24
234	2.944e+24
235	2.946e+24
236	2.948e+24
237	2.949e+24
238	2.951e+24
239	2.953e+24
240	2.955e+24
241	2.956e+24
242	2.958e+24
243	2.96e+24
244	2.961e+24
245	2.963e+24
246	2.964e+24
247	2.966e+24
248	2.968e+24
249	2.969e+24
250	2.971e+24
251	2.972e+24
252	2.974e+24
253	2.976e+24
254	2.977e+24
255	2.979e+24
256	2.98e+24
257	2.982e+24
258	2.983e+24
259	2.984e+24
260	2.986e+24
261	2.987e+24
262	2.988e+24
263	2.99e+24
264	2.991e+24
265	2.993e+24
266	2.995e+24
267	2.996e+24
268	2.997e+24
269	2.998e+24
270	2.999e+24
271	3e+24
272	3.002e+24
273	3.003e+24
274	3.004e+24
275	3.005e+24
276	3.007e+24
277	3.008e+24
278	3.009e+24
279	3.01e+24
280	3.012e+24
281	3.013e+24
282	3.014e+24
283	3.015e+24
284	3.016e+24
285	3.017e+24
286	3.018e+24
287	3.019e+24
288	3.02e+24
289	3.021e+24
290	3.022e+24
291	3.023e+24
292	3.024e+24
293	3.025e+24
294	3.026e+24
295	3.028e+24
296	3.029e+24
297	3.03e+24
298	3.03e+24
299	3.031e+24
300	3.032e+24
301	3.032e+24
302	3.033e+24
303	3.034e+24
304	3.035e+24
305	3.036e+24
306	3.037e+24
307	3.038e+24
308	3.039e+24
309	3.04e+24
310	3.04e+24
311	3.041e+24
312	3.042e+24
313	3.043e+24
314	3.044e+24
315	3.044e+24
316	3.045e+24
317	3.046e+24
318	3.046e+24
319	3.047e+24
320	3.048e+24
321	3.048e+24
322	3.049e+24
323	3.05e+24
324	3.05e+24
325	3.051e+24
326	3.052e+24
327	3.052e+24
328	3.053e+24
329	3.054e+24
330	3.055e+24
331	3.055e+24
332	3.056e+24
333	3.056e+24
334	3.057e+24
335	3.057e+24
336	3.057e+24
337	3.058e+24
338	3.058e+24
339	3.059e+24
340	3.059e+24
341	3.06e+24
342	3.061e+24
343	3.061e+24
344	3.061e+24
345	3.062e+24
346	3.062e+24
347	3.063e+24
348	3.063e+24
349	3.064e+24
350	3.065e+24
351	3.065e+24
352	3.065e+24
353	3.066e+24
354	3.066e+24
355	3.066e+24
356	3.067e+24
357	3.067e+24
358	3.067e+24
359	3.068e+24
360	3.068e+24
361	3.068e+24
362	3.069e+24
363	3.069e+24
364	3.07e+24
365	3.07e+24
366	3.07e+24
367	3.07e+24
368	3.071e+24
369	3.071e+24
370	3.071e+24
371	3.071e+24
372	3.072e+24
373	3.072e+24
374	3.072e+24
375	3.072e+24
376	3.072e+24
377	3.073e+24
378	3.073e+24
379	3.073e+24
380	3.073e+24
381	3.074e+24
382	3.074e+24
383	3.074e+24
384	3.074e+24
385	3.074e+24
386	3.074e+24
387	3.075e+24
388	3.075e+24
389	3.075e+24
390	3.075e+24
391	3.076e+24
392	3.076e+24
393	3.076e+24
394	3.076e+24
395	3.076e+24
396	3.076e+24
397	3.076e+24
398	3.075e+24
399	3.075e+24
400	3.075e+24
401	3.076e+24
402	3.076e+24
403	3.076e+24
404	3.076e+24
405	3.076e+24
406	3.077e+24
407	3.077e+24
408	3.077e+24
409	3.077e+24
410	3.077e+24
411	3.077e+24
412	3.077e+24
413	3.077e+24
414	3.077e+24
415	3.077e+24
416	3.077e+24
417	3.076e+24
418	3.076e+24
419	3.076e+24
420	3.076e+24
421	3.076e+24
422	3.076e+24
423	3.076e+24
424	3.077e+24
425	3.077e+24
426	3.077e+24
427	3.077e+24
428	3.076e+24
429	3.076e+24
430	3.076e+24
431	3.076e+24
432	3.076e+24
433	3.076e+24
434	3.076e+24
435	3.076e+24
436	3.076e+24
437	3.076e+24
438	3.076e+24
439	3.076e+24
440	3.075e+24
441	3.075e+24
442	3.075e+24
443	3.075e+24
444	3.075e+24
445	3.075e+24
446	3.074e+24
447	3.074e+24
448	3.074e+24
449	3.074e+24
450	3.074e+24
451	3.074e+24
452	3.074e+24
453	3.074e+24
454	3.074e+24
455	3.074e+24
456	3.074e+24
457	3.074e+24
458	3.074e+24
459	3.074e+24
460	3.073e+24
461	3.073e+24
462	3.073e+24
463	3.072e+24
464	3.072e+24
465	3.071e+24
466	3.071e+24
467	3.071e+24
468	3.07e+24
469	3.07e+24
470	3.07e+24
471	3.07e+24
472	3.07e+24
473	3.07e+24
474	3.07e+24
475	3.07e+24
476	3.07e+24
477	3.07e+24
478	3.07e+24
479	3.069e+24
480	3.069e+24
481	3.068e+24
482	3.068e+24
483	3.068e+24
484	3.067e+24
485	3.067e+24
486	3.067e+24
487	3.067e+24
488	3.066e+24
489	3.066e+24
490	3.066e+24
491	3.066e+24
492	3.065e+24
493	3.065e+24
494	3.065e+24
495	3.064e+24
496	3.064e+24
497	3.064e+24
498	3.064e+24
499	3.063e+24
500	3.063e+24
501	3.063e+24
502	3.062e+24
503	3.062e+24
504	3.062e+24
505	3.062e+24
506	3.061e+24
507	3.061e+24
508	3.061e+24
509	3.06e+24
510	3.06e+24
511	3.06e+24
512	3.059e+24
513	3.059e+24
514	3.059e+24
515	3.059e+24
516	3.059e+24
517	3.059e+24
518	3.058e+24
519	3.058e+24
520	3.057e+24
521	3.057e+24
522	3.056e+24
523	3.056e+24
524	3.055e+24
525	3.055e+24
526	3.055e+24
527	3.054e+24
528	3.054e+24
529	3.054e+24
530	3.053e+24
531	3.053e+24
532	3.053e+24
533	3.052e+24
534	3.052e+24
535	3.052e+24
536	3.051e+24
537	3.051e+24
538	3.051e+24
539	3.051e+24
540	3.051e+24
541	3.05e+24
542	3.05e+24
543	3.049e+24
544	3.049e+24
545	3.048e+24
546	3.048e+24
547	3.048e+24
548	3.047e+24
549	3.047e+24
550	3.046e+24
551	3.046e+24
552	3.045e+24
553	3.045e+24
554	3.045e+24
555	3.044e+24
556	3.044e+24
557	3.044e+24
558	3.044e+24
559	3.043e+24
560	3.043e+24
561	3.043e+24
562	3.043e+24
563	3.043e+24
564	3.042e+24
565	3.041e+24
566	3.041e+24
567	3.04e+24
568	3.04e+24
569	3.039e+24
570	3.038e+24
571	3.038e+24
572	3.037e+24
573	3.037e+24
574	3.037e+24
575	3.036e+24
576	3.036e+24
577	3.036e+24
578	3.035e+24
579	3.035e+24
580	3.035e+24
581	3.035e+24
582	3.034e+24
583	3.034e+24
584	3.034e+24
585	3.033e+24
586	3.033e+24
587	3.033e+24
588	3.032e+24
589	3.032e+24
590	3.031e+24
591	3.031e+24
592	3.03e+24
593	3.03e+24
594	3.029e+24
595	3.029e+24
596	3.028e+24
597	3.028e+24
598	3.027e+24
599	3.027e+24
600	3.026e+24
601	3.026e+24
602	3.026e+24
603	3.025e+24
604	3.025e+24
605	3.025e+24
606	3.025e+24
607	3.024e+24
608	3.024e+24
609	3.023e+24
610	3.023e+24
611	3.022e+24
612	3.021e+24
613	3.021e+24
614	3.02e+24
615	3.02e+24
616	3.019e+24
617	3.019e+24
618	3.018e+24
619	3.018e+24
620	3.017e+24
621	3.017e+24
622	3.017e+24
623	3.017e+24
624	3.016e+24
625	3.016e+24
626	3.016e+24
627	3.015e+24
628	3.015e+24
629	3.015e+24
630	3.014e+24
631	3.014e+24
632	3.013e+24
633	3.013e+24
634	3.012e+24
635	3.012e+24
636	3.011e+24
637	3.011e+24
638	3.01e+24
639	3.01e+24
640	3.009e+24
641	3.009e+24
642	3.008e+24
643	3.008e+24
644	3.007e+24
645	3.007e+24
646	3.007e+24
647	3.006e+24
648	3.006e+24
649	3.005e+24
650	3.005e+24
651	3.005e+24
652	3.004e+24
653	3.004e+24
654	3.003e+24
655	3.003e+24
656	3.003e+24
657	3.002e+24
658	3.002e+24
659	3.002e+24
660	3.001e+24
661	3.001e+24
662	3e+24
663	3e+24
664	2.999e+24
665	2.999e+24
666	2.998e+24
667	2.998e+24
668	2.997e+24
669	2.997e+24
670	2.996e+24
671	2.996e+24
672	2.995e+24
673	2.995e+24
674	2.994e+24
675	2.994e+24
676	2.994e+24
677	2.993e+24
678	2.993e+24
679	2.992e+24
680	2.992e+24
681	2.991e+24
682	2.991e+24
683	2.991e+24
684	2.99e+24
685	2.99e+24
686	2.989e+24
687	2.989e+24
688	2.988e+24
689	2.988e+24
690	2.987e+24
691	2.987e+24
692	2.987e+24
693	2.986e+24
694	2.986e+24
695	2.986e+24
696	2.985e+24
697	2.985e+24
698	2.985e+24
699	2.984e+24
700	2.984e+24
701	2.983e+24
702	2.982e+24
703	2.982e+24
704	2.981e+24
705	2.981e+24
706	2.98e+24
707	2.98e+24
708	2.979e+24
709	2.979e+24
710	2.979e+24
711	2.978e+24
712	2.978e+24
713	2.977e+24
714	2.977e+24
715	2.977e+24
716	2.976e+24
717	2.976e+24
718	2.975e+24
719	2.975e+24
720	2.975e+24
721	2.974e+24
722	2.974e+24
723	2.973e+24
724	2.973e+24
725	2.973e+24
726	2.972e+24
727	2.972e+24
728	2.972e+24
729	2.971e+24
730	2.971e+24
731	2.97e+24
732	2.97e+24
733	2.969e+24
734	2.969e+24
735	2.968e+24
736	2.967e+24
737	2.967e+24
738	2.966e+24
739	2.966e+24
740	2.966e+24
741	2.965e+24
742	2.965e+24
743	2.964e+24
744	2.964e+24
745	2.963e+24
746	2.963e+24
747	2.963e+24
748	2.962e+24
749	2.962e+24
750	2.961e+24
751	2.961e+24
752	2.961e+24
753	2.96e+24
754	2.96e+24
755	2.96e+24
756	2.96e+24
757	2.959e+24
758	2.959e+24
759	2.959e+24
760	2.958e+24
761	2.958e+24
762	2.957e+24
763	2.957e+24
764	2.956e+24
765	2.956e+24
766	2.955e+24
767	2.955e+24
768	2.954e+24
769	2.954e+24
770	2.953e+24
771	2.953e+24
772	2.952e+24
773	2.952e+24
774	2.951e+24
775	2.951e+24
776	2.95e+24
777	2.95e+24
778	2.949e+24
779	2.949e+24
780	2.949e+24
781	2.948e+24
782	2.948e+24
783	2.948e+24
784	2.947e+24
785	2.947e+24
786	2.947e+24
787	2.946e+24
788	2.946e+24
789	2.946e+24
