electron mobility	Ar mobili	ar2 mobi	elediff 	ar diffusio	ar2 diffusio	ar*diffusio
7E+023	3.75E+021	4.5E+021	6.251923076923E+023	9.703125E+019	1.164375E+020	1.617685096155E+022
6.99519230769225E+023	3.75E+021	4.5E+021	6.2490384615385E+023	9.703125E+019	1.164375E+020	1.6169387019225E+022
6.99134615384625E+023	3.75E+021	4.5E+021	6.24615384615375E+023	9.703125E+019	1.164375E+020	1.6161923076925E+022
6.9875E+023	3.75E+021	4.5E+021	6.24326923076925E+023	9.703125E+019	1.164375E+020	1.6154459134625E+022
6.98269230769225E+023	3.75E+021	4.5E+021	6.239423076923E+023	9.703125E+019	1.164375E+020	1.614450721155E+022
6.97884615384625E+023	3.75E+021	4.5E+021	6.2365384615385E+023	9.703125E+019	1.164375E+020	1.6137043269225E+022
6.975E+023	3.75E+021	4.5E+021	6.23365384615375E+023	9.703125E+019	1.164375E+020	1.6129579326925E+022
6.97115384615375E+023	3.75E+021	4.5E+021	6.23076923076925E+023	9.703125E+019	1.164375E+020	1.6122115384625E+022
6.96634615384625E+023	3.75E+021	4.5E+021	6.22788461538475E+023	9.703125E+019	1.164375E+020	1.61146514423E+022
6.9625E+023	3.75E+021	4.5E+021	6.225E+023	9.703125E+019	1.164375E+020	1.61071875E+022
6.95865384615375E+023	3.75E+021	4.5E+021	6.2221153846155E+023	9.703125E+019	1.164375E+020	1.60997235577E+022
6.95480769230775E+023	3.75E+021	4.5E+021	6.21923076923075E+023	9.703125E+019	1.164375E+020	1.6092259615375E+022
6.9509615384615E+023	3.75E+021	4.5E+021	6.21634615384625E+023	9.703125E+019	1.164375E+020	1.6084795673075E+022
6.9471153846155E+023	3.75E+021	4.5E+021	6.2134615384615E+023	9.703125E+019	1.164375E+020	1.6077331730775E+022
6.94230769230775E+023	3.75E+021	4.5E+021	6.210576923077E+023	9.703125E+019	1.164375E+020	1.606986778845E+022
6.9384615384615E+023	3.75E+021	4.5E+021	6.20865384615375E+023	9.703125E+019	1.164375E+020	1.6064891826925E+022
6.9346153846155E+023	3.75E+021	4.5E+021	6.20576923076925E+023	9.703125E+019	1.164375E+020	1.6057427884625E+022
6.93076923076925E+023	3.75E+021	4.5E+021	6.20288461538475E+023	9.703125E+019	1.164375E+020	1.60499639423E+022
6.926923076923E+023	3.75E+021	4.5E+021	6.2E+023	9.703125E+019	1.164375E+020	1.60425E+022
6.923076923077E+023	3.75E+021	4.5E+021	6.1971153846155E+023	9.703125E+019	1.164375E+020	1.60350360577E+022
6.91923076923075E+023	3.75E+021	4.5E+021	6.19423076923075E+023	9.703125E+019	1.164375E+020	1.6027572115375E+022
6.91538461538475E+023	3.75E+021	4.5E+021	6.19230769230775E+023	9.703125E+019	1.164375E+020	1.602259615385E+022
6.9115384615385E+023	3.75E+021	4.5E+021	6.189423076923E+023	9.703125E+019	1.164375E+020	1.601513221155E+022
6.90769230769225E+023	3.75E+021	4.5E+021	6.1865384615385E+023	9.703125E+019	1.164375E+020	1.6007668269225E+022
6.90384615384625E+023	3.75E+021	4.5E+021	6.1846153846155E+023	9.703125E+019	1.164375E+020	1.60026923077E+022
6.9009615384615E+023	3.75E+021	4.5E+021	6.18173076923075E+023	9.703125E+019	1.164375E+020	1.5995228365375E+022
6.8971153846155E+023	3.75E+021	4.5E+021	6.17884615384625E+023	9.703125E+019	1.164375E+020	1.5987764423075E+022
